,date,close
0,2012-12-31,1.0460190476190476
1,2013-01-31,1.0500347826086958
2,2013-02-28,1.03086
3,2013-03-31,1.0348619047619048
4,2013-04-30,1.0378590909090908
5,2013-05-31,0.9899130434782609
6,2013-06-30,0.9429299999999999
7,2013-07-31,0.9165565217391304
8,2013-08-31,0.9033563636363637
9,2013-09-30,0.9292119047619047
10,2013-10-31,0.9517504347826088
11,2013-11-30,0.9319080952380953
12,2013-12-31,0.8978304545454545
13,2014-01-31,0.8858086956521739
14,2014-02-28,0.897426
15,2014-03-31,0.9083271428571429
16,2014-04-30,0.9318863636363637
17,2014-05-31,0.9303940909090909
18,2014-06-30,0.937135238095238
19,2014-07-31,0.9389626086956521
20,2014-08-31,0.9309742857142858
21,2014-09-30,0.9048745454545455
22,2014-10-31,0.8777200000000001
23,2014-11-30,0.8640269999999999
24,2014-12-31,0.823435652173913
25,2015-01-31,0.8063477272727273
26,2015-02-28,0.779406
27,2015-03-31,0.7730054545454546
28,2015-04-30,0.7737527272727273
29,2015-05-31,0.7887157142857143
30,2015-06-30,0.7722809090909091
31,2015-07-31,0.7407791304347826
32,2015-08-31,0.7294990476190476
33,2015-09-30,0.7055181818181818
34,2015-10-31,0.7206295454545454
35,2015-11-30,0.7149661904761905
36,2015-12-31,0.7251608695652173
37,2016-01-31,0.7014309523809524
38,2016-02-29,0.7139609523809524
39,2016-03-31,0.750928695652174
40,2016-04-30,0.7663123809523809
41,2016-05-31,0.7309822727272728
42,2016-06-30,0.7408513636363636
43,2016-07-31,0.753012380952381
44,2016-08-31,0.7622869565217391
45,2016-09-30,0.7591945454545456
46,2016-10-31,0.7615938095238095
47,2016-11-30,0.7530227272727273
48,2016-12-31,0.7337077272727274
49,2017-01-31,0.7459472727272728
50,2017-02-28,0.7665775
51,2017-03-31,0.7624730434782608
52,2017-04-30,0.7535499999999999
53,2017-05-31,0.7435639130434784
54,2017-06-30,0.755985909090909
55,2017-07-31,0.7805328571428573
56,2017-08-31,0.7916230434782608
57,2017-09-30,0.7967071428571428
58,2017-10-31,0.7787513636363635
59,2017-11-30,0.7623240909090909
60,2017-12-31,0.7650414285714285
61,2018-01-31,0.7949904347826088
62,2018-02-28,0.7868109999999999
63,2018-03-31,0.7758859090909092
64,2018-04-30,0.7682214285714286
65,2018-05-31,0.752754347826087
66,2018-06-30,0.7490847619047619
67,2018-07-31,0.7404354545454546
68,2018-08-31,0.7325717391304348
69,2018-09-30,0.7203485
70,2018-10-31,0.7101982608695652
71,2018-11-30,0.7249295454545455
72,2018-12-31,0.7157661904761905
73,2019-01-31,0.7150882608695653
74,2019-02-28,0.7138555
75,2019-03-31,0.7083304761904762
76,2019-04-30,0.7112772727272727
77,2019-05-31,0.694365652173913
78,2019-06-30,0.6947355
79,2019-07-31,0.6979195652173914
80,2019-08-31,0.6767104545454545
81,2019-09-30,0.6808119047619048
82,2019-10-31,0.6797517391304347
83,2019-11-30,0.6826047619047619
84,2019-12-31,0.6889359090909091
85,2020-01-31,0.6861104347826087
86,2020-02-29,0.6665375
87,2020-03-31,0.6216109090909091
88,2020-04-30,0.6311818181818182
89,2020-05-31,0.6518804761904762
90,2020-06-30,0.6901613636363636
91,2020-07-31,0.7035030434782609
92,2020-08-31,0.7201061904761905
93,2020-09-30,0.7226663636363636
94,2020-10-31,0.7123990909090909
95,2020-11-30,0.7281157142857143
96,2020-12-31,0.7537921739130434
97,2021-01-31,0.7724090476190477
98,2021-02-28,0.7755004999999999
99,2021-03-31,0.7705191304347826
100,2021-04-30,0.7701440909090909
101,2021-05-31,0.7760880952380953
102,2021-06-30,0.7638654545454546
103,2021-07-31,0.7422345454545454
104,2021-08-31,0.7303545454545454
105,2021-09-30,0.7314654545454545
106,2021-10-31,0.7407209523809524
107,2021-11-30,0.7300681818181818
108,2021-12-31,0.7162208695652174
109,2022-01-31,0.7175695238095239
110,2022-02-28,0.7169005
111,2022-03-31,0.7376830434782609
112,2022-04-30,0.7361471428571429
113,2022-05-31,0.7054459090909091
114,2022-06-30,0.702265909090909
115,2022-07-31,0.686084761904762
116,2022-08-31,0.695625652173913
117,2022-09-30,0.6673213636363636
118,2022-10-31,0.6362947619047619
119,2022-11-30,0.6611054545454546
